a,a,a,a,b,b,g,j jagababa
 a,a,a,d,k,l,n,v vladanka
 a,a,a,d,k,l,o,z dokazala
 a,a,a,d,k,l,o,z dolazaka
 a,a,a,d,k,l,o,z odlazaka
 a,a,a,d,k,l,r,v vladarka
 a,a,a,d,k,m,n,u kadunama
 a,a,a,d,k,m,n,ž kandžama
 a,a,a,d,k,n,n,n naknadan
 a,a,a,d,k,n,n,n naknadna
 a,a,a,d,k,n,n,o kanonada
 a,a,a,d,k,n,o,r nakarado
 a,a,a,d,k,n,o,z dokazana
 a,a,a,d,k,n,r,s kasandra
 a,a,a,d,k,n,r,u nakaradu
 a,a,a,d,k,n,s,ž sandžaka
 a,a,a,d,k,o,p,t otpadaka
 a,a,a,d,k,o,p,t podataka
 a,a,a,d,k,o,t,v advokata
 a,a,a,d,k,r,r,s radarska
 a,a,a,d,k,r,s,z zadarska
 a,a,a,d,k,r,t,v kvadrata
 a,a,a,d,l,l,o,v ovladala
 a,a,a,d,l,m,m,o dolamama
 a,a,a,d,l,m,n,r malandra
 a,a,a,d,l,m,o,r odmarala
 a,a,a,d,l,m,r,v vrdalama
 a,a,a,d,l,m,s,v savladam
 a,a,a,d,l,m,t,u datulama
 a,a,a,d,l,n,o,p napadalo
 a,a,a,d,l,n,o,p ponadala
 a,a,a,d,l,n,o,s dalanosa
 a,a,a,d,l,n,r,s nadrasla
 a,a,a,d,l,n,s,v savladan
 a,a,a,d,l,o,p,p popadala
 a,a,a,d,l,o,p,t otpadala
 a,a,a,d,l,o,p,v podavala
 a,a,a,d,l,o,p,z zapadalo
 a,a,a,d,l,o,r,s radosala
 a,a,a,d,l,o,r,v darovala
 a,a,a,d,l,o,r,v radovala
 a,a,a,d,l,o,r,č dočarala
 a,a,a,d,l,o,s,t odaslata
 a,a,a,d,l,o,s,v savladao
 a,a,a,d,l,o,t,v datovala
 a,a,a,d,l,o,v,v ovladava
 a,a,a,d,l,o,v,z odazvala
 a,a,a,d,l,o,v,z zadavalo
 a,a,a,d,l,o,v,z zavladao
 a,a,a,d,l,p,r,v pravdala
 a,a,a,d,l,r,r,z razdrala
 a,a,a,d,l,r,s,t stradala
 a,a,a,d,l,r,s,u sudarala
 a,a,a,d,l,r,s,ž sadržala
 a,a,a,d,l,r,u,v udvarala
 a,a,a,d,l,r,z,ž zadržala
 a,a,a,d,l,s,v,v svladava
 a,a,a,d,l,s,v,š savladaš
 a,a,a,d,l,u,z,z zauzdala
 a,a,a,d,l,v,z,š zavladaš
 a,a,a,d,m,m,n,n amandman
 a,a,a,d,m,n,n,t mandatna
 a,a,a,d,m,n,o,p napadamo
 a,a,a,d,m,n,o,r maradona
 a,a,a,d,m,n,o,r radomana
 a,a,a,d,m,n,p,ž pandžama
 a,a,a,d,m,n,r,s mansarda
 a,a,a,d,m,n,r,t mandatar
 a,a,a,d,m,n,r,u ramadanu
 a,a,a,d,m,n,r,ž žandarma
 a,a,a,d,m,o,p,s opsadama
 a,a,a,d,m,o,p,s posadama
 a,a,a,d,m,o,p,z zapadamo
 a,a,a,d,m,p,r,s raspadam
 a,a,a,d,m,p,r,v pravdama
 a,a,a,d,m,r,u,z zaudaram
 a,a,a,d,m,r,v,ž državama
 a,a,a,d,n,n,o,p napadano
 a,a,a,d,n,n,r,ž narandža
 a,a,a,d,n,n,u,v naduvana
 a,a,a,d,n,o,r,v darovana
 a,a,a,d,n,o,r,v radanova
 a,a,a,d,n,o,r,v radovana
 a,a,a,d,n,o,r,č dočarana
 a,a,a,d,n,o,r,ž oranžada
 a,a,a,d,n,p,r,v pravdana
 a,a,a,d,n,p,u,č napadaču
 a,a,a,d,n,r,s,t nadrasta
 a,a,a,d,n,r,s,t nastrada
 a,a,a,d,n,r,s,ž sadržana
 a,a,a,d,n,r,v,z razdavan
 a,a,a,d,n,r,z,ž zadržana
 a,a,a,d,n,u,v,z zaduvana
 a,a,a,d,n,u,z,z zauzdana
 a,a,a,d,o,p,r,s raspadao
 a,a,a,d,o,r,s,v radosava
 a,a,a,d,o,r,u,z zaudarao
 a,a,a,d,o,r,v,z razdavao
 a,a,a,d,o,r,v,z zaradova
 a,a,a,d,o,r,v,č dočarava
 a,a,a,d,o,r,v,ž odražava
 a,a,a,d,o,r,č,ž odžačara
 a,a,a,d,o,s,v,z sazdavao
 a,a,a,d,p,r,s,š raspadaš
 a,a,a,d,r,r,u,v daruvara
 a,a,a,d,r,s,v,ž sadržava
 a,a,a,d,r,u,v,č udvarača
 a,a,a,d,r,u,z,š zaudaraš
 a,a,a,d,r,v,z,ž zadržava
 a,a,a,d,u,v,z,z zauzdava
 a,a,a,e,f,l,m,v favelama
 a,a,a,e,g,g,r,t agregata
 a,a,a,e,g,j,p,p papagaje
 a,a,a,e,g,l,l,n nalagale
 a,a,a,e,g,l,l,z zalagale
 a,a,a,e,g,l,n,š nalagaše
 a,a,a,e,g,l,z,ć zalagaće
 a,a,a,e,g,m,n,r agremana
 a,a,a,e,g,m,r,t magareta
 a,a,a,e,g,m,r,t magratea
 a,a,a,e,g,m,r,ć magareća
 a,a,a,e,g,m,t,v megavata
 a,a,a,e,g,m,t,z zategama
 a,a,a,e,g,n,r,v nagarave
 a,a,a,e,g,n,t,č nategača
 a,a,a,e,g,n,z,đ zagađena
 a,a,a,e,h,j,n,n nejahana
 a,a,a,e,h,l,m,n almanahe
 a,a,a,e,h,m,m,n mehanama
 a,a,a,e,i,m,t,š atašeima
 a,a,a,e,j,k,l,n alakanje
 a,a,a,e,j,k,m,m kamejama
 a,a,a,e,j,l,n,p napajale
 a,a,a,e,j,l,r,s rasejala
 a,a,a,e,j,l,z,š zalajaše
 a,a,a,e,j,n,n,p napajane
 a,a,a,e,j,n,n,č nečajana
 a,a,a,e,j,n,p,t napajate
 a,a,a,e,j,n,r,s rasejana
 a,a,a,e,j,n,s,z zasejana
 a,a,a,e,j,n,v,z zavejana
 a,a,a,e,j,r,s,v rasejava
 a,a,a,e,j,r,s,v sarajeva
 a,a,a,e,j,r,z,č zaječara
 a,a,a,e,k,l,m,p kapelama
 a,a,a,e,k,l,m,r karamela
 a,a,a,e,k,l,n,p kapelana
 a,a,a,e,k,l,r,v akvarela
 a,a,a,e,k,l,r,v karavela
 a,a,a,e,k,l,r,z zakerala
 a,a,a,e,k,l,s,z zaselaka
 a,a,a,e,k,l,s,č sačekala
 a,a,a,e,k,l,z,z zakazale
 a,a,a,e,k,m,m,r kamerama
 a,a,a,e,k,m,n,r kamenara
 a,a,a,e,k,m,n,r marakane
 a,a,a,e,k,m,n,t anketama
 a,a,a,e,k,m,p,r pekarama
 a,a,a,e,k,m,r,t amaterka
 a,a,a,e,k,m,r,t raketama
 a,a,a,e,k,m,s,t kasetama
 a,a,a,e,k,m,t,z kazamate
 a,a,a,e,k,m,t,z zametaka
 a,a,a,e,k,n,n,đ kanađane
 a,a,a,e,k,n,p,t kapetana
 a,a,a,e,k,n,r,t anketara
 a,a,a,e,k,n,r,v karavane
 a,a,a,e,k,n,z,z zakazane
 a,a,a,e,k,n,z,č zakačena
 a,a,a,e,k,n,z,š aškenaza
 a,a,a,e,k,p,r,t aperkata
 a,a,a,e,k,p,s,t aspekata
 a,a,a,e,k,r,v,č kačareva
 a,a,a,e,k,t,z,č začetaka
 a,a,a,e,k,z,z,ć zakazaće
 a,a,a,e,l,l,n,t naletala
 a,a,a,e,l,l,n,v nalevala
 a,a,a,e,l,l,p,r paralela
 a,a,a,e,l,l,s,t saletala
 a,a,a,e,l,l,s,t talasale
 a,a,a,e,l,m,n,t nametala
 a,a,a,e,l,m,p,t paletama
 a,a,a,e,l,m,r,t matarela
 a,a,a,e,l,m,r,z zamarale
 a,a,a,e,l,m,r,z zamerala
 a,a,a,e,l,m,t,t atletama
 a,a,a,e,l,n,n,ž nalažena
 a,a,a,e,l,n,p,t natapale
 a,a,a,e,l,n,r,s arsenala
 a,a,a,e,l,n,r,t naterala
 a,a,a,e,l,n,r,đ aranđela
 a,a,a,e,l,n,r,š našarale
 a,a,a,e,l,n,t,t talenata
 a,a,a,e,l,n,z,ć nalazeća
 a,a,a,e,l,n,z,š nalazaše
 a,a,a,e,l,n,š,ž nalažaše
 a,a,a,e,l,p,r,s pasarela
 a,a,a,e,l,p,r,z razapela
 a,a,a,e,l,p,r,ž paralaže
 a,a,a,e,l,p,v,z zapevala
 a,a,a,e,l,p,z,ž zapažale
 a,a,a,e,l,r,r,z razarale
 a,a,a,e,l,r,t,u laureata
 a,a,a,e,l,r,v,z lazareva
 a,a,a,e,l,r,v,š rešavala
 a,a,a,e,l,r,z,đ zaređala
 a,a,a,e,l,t,z,z zatezala
 a,a,a,e,l,v,z,z zavezala
 a,a,a,e,m,m,n,n namenama
 a,a,a,e,m,m,n,r namerama
 a,a,a,e,m,m,n,z zamenama
 a,a,a,e,m,m,r,s mesarama
 a,a,a,e,m,m,r,t materama
 a,a,a,e,m,m,v,ć mećavama
 a,a,a,e,m,n,n,t amanetna
 a,a,a,e,m,n,n,t antenama
 a,a,a,e,m,n,n,t nametana
 a,a,a,e,m,n,n,z anamneza
 a,a,a,e,m,n,n,z namazane
 a,a,a,e,m,n,r,s nasamare
 a,a,a,e,m,n,r,v manevara
 a,a,a,e,m,n,r,v namerava
 a,a,a,e,m,n,r,đ nemađara
 a,a,a,e,m,n,s,s seansama
 a,a,a,e,m,n,z,š namazaše
 a,a,a,e,m,p,r,š ešarpama
 a,a,a,e,m,p,t,t tapetama
 a,a,a,e,m,p,t,z zapetama
 a,a,a,e,m,r,s,t terasama
 a,a,a,e,m,r,t,č mačerata
 a,a,a,e,m,r,v,z zaverama
 a,a,a,e,m,s,v,z zavesama
 a,a,a,e,n,n,p,ć napaćena
 a,a,a,e,n,n,r,t naterana
 a,a,a,e,n,p,p,č papanače
 a,a,a,e,n,p,r,t patarena
 a,a,a,e,n,p,r,t tarapane
 a,a,a,e,n,p,s,t napasate
 a,a,a,e,n,p,s,š napasaše
 a,a,a,e,n,p,t,t patenata
 a,a,a,e,n,p,z,ž zapažena
 a,a,a,e,n,r,t,z nazareta
 a,a,a,e,n,r,v,z zavarane
 a,a,a,e,n,r,v,z zavarena
 a,a,a,e,n,r,v,š rešavana
 a,a,a,e,n,r,z,z zarezana
 a,a,a,e,n,r,z,ć zaraćena
 a,a,a,e,n,r,z,đ zarađena
 a,a,a,e,n,r,z,ž zaražena
 a,a,a,e,n,r,z,ž zažarena
 a,a,a,e,n,s,z,đ zasađena
 a,a,a,e,n,t,t,t atentata
 a,a,a,e,n,t,z,z zatezana
 a,a,a,e,n,v,z,z zavezana
 a,a,a,e,n,v,z,đ zavađena
 a,a,a,e,p,p,r,t parapeta
 a,a,a,e,p,r,s,t separata
 a,a,a,e,p,r,t,z razapeta
 a,a,a,e,p,t,z,ž zapažate
 a,a,a,e,r,r,t,z razarate
 a,a,a,e,r,v,v,z zaverava
 a,a,a,e,r,v,z,š zavaraše
 a,a,a,e,r,v,č,š rešavača
 a,a,a,f,g,n,s,t naftagas
 a,a,a,f,g,p,r,r paragraf
 a,a,a,f,i,j,m,m mafijama
 a,a,a,f,i,j,m,š mafijaša
 a,a,a,f,i,k,n,t fanatika
 a,a,a,f,i,l,m,r rafalima
 a,a,a,f,i,m,n,r faranima
 a,a,a,f,i,m,n,z fazanima
 a,a,a,f,i,m,r,t tarifama
 a,a,a,f,i,n,p,r parafina
 a,a,a,f,i,p,r,r parafira
 a,a,a,f,k,k,l,t katafalk
 a,a,a,f,k,k,n,s kafanska
 a,a,a,f,k,n,r,v nafrakav
 a,a,a,f,k,n,r,č franačka
 a,a,a,f,k,n,t,š naftaška
 a,a,a,f,l,m,t,u flautama
 a,a,a,f,m,m,o,r amforama
 a,a,a,f,m,n,o,r naforama
 a,a,a,f,m,n,t,z fantazam
 a,a,a,f,m,n,t,z fantazma
 a,a,a,f,m,o,r,t arafatom
 a,a,a,f,n,s,t,t fantasta
 a,a,a,f,o,r,t,v arafatov
 a,a,a,g,g,i,n,r gagarina
 a,a,a,g,g,i,n,t giganata
 a,a,a,g,g,l,o,ž galogaža
 a,a,a,g,h,l,n,u nalagahu
 a,a,a,g,i,j,k,s sakagija
 a,a,a,g,i,j,l,m galijama
 a,a,a,g,i,j,l,r lagarija
 a,a,a,g,i,j,m,m magijama
 a,a,a,g,i,j,n,p panagija
 a,a,a,g,i,j,n,r nijagara
 a,a,a,g,i,j,n,t jatagani
 a,a,a,g,i,j,p,p papagaji
 a,a,a,g,i,j,p,ć pajagića
 a,a,a,g,i,k,n,s nagasaki
 a,a,a,g,i,k,r,č igračaka
 a,a,a,g,i,k,s,ć kasagića
 a,a,a,g,i,l,l,m galamila
 a,a,a,g,i,l,l,n nalagali
 a,a,a,g,i,l,l,z izlagala
 a,a,a,g,i,l,l,z zalagali
 a,a,a,g,i,l,m,t galatima
 a,a,a,g,i,l,n,n nalagani
 a,a,a,g,i,l,n,t nalagati
 a,a,a,g,i,l,n,z izagnala
 a,a,a,g,i,l,n,z izlagana
 a,a,a,g,i,l,n,z nagazila
 a,a,a,g,i,l,n,đ nagađali
 a,a,a,g,i,l,r,z izgarala
 a,a,a,g,i,l,r,z zaigrala
 a,a,a,g,i,l,t,z zalagati
 a,a,a,g,i,l,z,z zagazila
 a,a,a,g,i,l,z,č izlagača
 a,a,a,g,i,m,n,p paganima
 a,a,a,g,i,m,n,r anagrami
 a,a,a,g,i,m,n,v vaganima
 a,a,a,g,i,m,n,z magazina
 a,a,a,g,i,m,r,t gitarama
 a,a,a,g,i,n,n,p paganina
 a,a,a,g,i,n,n,z izagnana
 a,a,a,g,i,n,r,t gatarina
 a,a,a,g,i,n,r,z gazirana
 a,a,a,g,i,n,r,ž angažira
 a,a,a,g,i,n,t,đ nagađati
 a,a,a,g,i,r,s,č saigrača
 a,a,a,g,i,s,t,z zagasita
 a,a,a,g,j,l,n,s glasanja
 a,a,a,g,j,l,n,s slaganja
 a,a,a,g,j,l,n,u ulaganja
 a,a,a,g,j,l,n,č glačanja
 a,a,a,g,j,l,o,z zalogaja
 a,a,a,g,j,l,s,s saglasja
 a,a,a,g,j,l,u,z uzgajala
 a,a,a,g,j,m,r,u jarugama
 a,a,a,g,j,n,n,r grananja
 a,a,a,g,j,n,r,t traganja
 a,a,a,g,j,n,s,t santjaga
 a,a,a,g,j,n,t,u jataganu
 a,a,a,g,j,n,u,z uzgajana
 a,a,a,g,j,n,u,đ nagađaju
 a,a,a,g,j,n,u,đ ugađanja
 a,a,a,g,j,n,v,ž gnjavaža
 a,a,a,g,j,p,r,v paragvaj
 a,a,a,g,k,l,n,s naglasak
 a,a,a,g,k,l,n,s naglaska
 a,a,a,g,k,l,n,v naglavak
 a,a,a,g,k,l,o,t kataloga
 a,a,a,g,k,l,s,č glasačka
 a,a,a,g,k,l,v,z zaglavak
 a,a,a,g,k,l,v,z zaglavka
 a,a,a,g,k,l,v,z zglavaka
 a,a,a,g,k,m,r,š graškama
 a,a,a,g,k,n,o,r ogranaka
 a,a,a,g,k,n,p,s paganska
 a,a,a,g,k,n,r,đ građanka
 a,a,a,g,k,r,t,z zagrakta
 a,a,a,g,l,l,n,o nalagalo
 a,a,a,g,l,l,o,p polagala
 a,a,a,g,l,l,o,z zalagalo
 a,a,a,g,l,m,m,u amalgamu
 a,a,a,g,l,m,n,u lagunama
 a,a,a,g,l,m,o,p pomagala
 a,a,a,g,l,n,n,o analogan
 a,a,a,g,l,n,n,o analogna
 a,a,a,g,l,n,n,o nalagano
 a,a,a,g,l,n,n,s naslagan
 a,a,a,g,l,n,n,t galantan
 a,a,a,g,l,n,n,t galantna
 a,a,a,g,l,n,o,p polagana
 a,a,a,g,l,n,o,s naslagao
 a,a,a,g,l,n,o,đ nagađalo
 a,a,a,g,l,n,s,s saglasan
 a,a,a,g,l,n,s,s saglasna
 a,a,a,g,l,n,u,č uglačana
 a,a,a,g,l,o,p,đ pogađala
 a,a,a,g,l,o,r,z razlagao
 a,a,a,g,l,o,v,š oglašava
 a,a,a,g,l,r,s,z razglasa
 a,a,a,g,l,u,z,ć zalagaću
 a,a,a,g,m,n,n,ž angažman
 a,a,a,g,m,n,o,p pomagana
 a,a,a,g,m,n,o,đ nagađamo
 a,a,a,g,m,o,p,č pomagača
 a,a,a,g,m,o,r,s saramago
 a,a,a,g,n,o,r,v nagovara
 a,a,a,g,n,o,r,z razagnao
 a,a,a,g,n,o,v,ž angažova
 a,a,a,g,n,r,r,z razgrana
 a,a,a,g,o,p,č,đ pogađača
 a,a,a,g,o,r,r,z razgarao
 a,a,a,g,o,r,s,s saragosa
 a,a,a,g,o,r,v,z zagovara
 a,a,a,g,r,r,s,t stragara
 a,a,a,g,r,u,v,š garavuša
 a,a,a,g,r,v,z,ž zgražava
 a,a,a,h,i,j,l,m himalaja
 a,a,a,h,i,j,m,n nahijama
 a,a,a,h,i,j,m,r haramija
 a,a,a,h,i,j,m,t hatamija
 a,a,a,h,i,j,m,v havajima
 a,a,a,h,i,j,m,č jahačima
 a,a,a,h,i,j,n,p panahija
 a,a,a,h,i,j,n,r anarhija
 a,a,a,h,i,j,r,v havarija
 a,a,a,h,i,j,r,z zaharija
 a,a,a,h,i,k,l,r kalahari
 a,a,a,h,i,l,m,t malahita
 a,a,a,h,i,l,m,z zalihama
 a,a,a,h,i,l,n,s sahalina
 a,a,a,h,i,l,s,t talahasi
 a,a,a,h,i,m,n,s sahanima
 a,a,a,h,i,m,r,v arhivama
 a,a,a,h,i,m,r,z arhaizam
 a,a,a,h,i,m,r,z hazarima
 a,a,a,h,i,n,r,s saharina
 a,a,a,h,i,n,r,č arhaičan
 a,a,a,h,i,n,r,č arhaična
 a,a,a,h,i,r,r,v arhivara
 a,a,a,h,i,r,z,ć zaharića
 a,a,a,h,j,k,l,m mahaljka
 a,a,a,h,j,k,s,v havajska
 a,a,a,h,j,k,s,v havajska
 a,a,a,h,j,l,u,z uzjahala
 a,a,a,h,j,m,m,n manhajma
 a,a,a,h,j,n,t,v hvatanja
 a,a,a,h,k,l,p,z zaplakah
 a,a,a,h,k,r,s,u suharaka
 a,a,a,h,k,r,s,z hazarska
 a,a,a,h,l,m,n,u almanahu
 a,a,a,h,l,m,n,đ mlađahna
 a,a,a,h,l,m,p,t plahtama
 a,a,a,h,l,n,u,ž nalažahu
 a,a,a,h,l,n,v,z zahvalan
 a,a,a,h,l,n,v,z zahvalna
 a,a,a,h,l,o,p,r poharala
 a,a,a,h,l,o,p,đ pohađala
 a,a,a,h,l,s,t,v shvatala
 a,a,a,h,m,o,r,z razmahao
 a,a,a,h,m,o,t,v ahmatova
 a,a,a,h,m,r,u,š šamarahu
 a,a,a,h,n,o,p,r poharana
 a,a,a,h,n,o,t,v nahvatao
 a,a,a,h,n,r,s,t astrahan
 a,a,a,h,n,s,t,v shvatana
 a,a,a,h,n,t,v,z zahvatan
 a,a,a,h,o,r,s,z saharoza
 a,a,a,h,o,t,v,z zahvatao
 a,a,a,h,r,r,u,z razarahu
 a,a,a,h,s,u,v,ž užasavah
 a,a,a,i,j,j,l,m amajlija
 a,a,a,i,j,j,m,m majamija
 a,a,a,i,j,j,r,š jašarija
 a,a,a,i,j,k,k,š kajakaši
 a,a,a,i,j,k,l,ć kalajića
 a,a,a,i,j,k,l,š aškalija
 a,a,a,i,j,k,m,n kanijama
 a,a,a,i,j,k,m,n manijaka
 a,a,a,i,j,k,m,p kapijama
 a,a,a,i,j,k,m,r makarija
 a,a,a,i,j,k,m,s jamasaki
 a,a,a,i,j,k,r,v kavijara
 a,a,a,i,j,k,r,č karačija
 a,a,a,i,j,l,m,n lijanama
 a,a,a,i,j,l,m,r malarija
 a,a,a,i,j,l,m,v avlijama
 a,a,a,i,j,l,m,v malavija
 a,a,a,i,j,l,m,v valijama
 a,a,a,i,j,l,n,p napajali
 a,a,a,i,j,l,n,p napijala
 a,a,a,i,j,l,n,s alijansa
 a,a,a,i,j,l,n,t antalija
 a,a,a,i,j,l,n,t natalija
 a,a,a,i,j,l,n,t talijana
 a,a,a,i,j,l,n,v najavila
 a,a,a,i,j,l,n,v navijala
 a,a,a,i,j,l,p,r paralija
 a,a,a,i,j,l,s,v savijala
 a,a,a,i,j,l,s,z zasijala
 a,a,a,i,j,l,t,z zalajati
 a,a,a,i,j,l,t,z zatajila
 a,a,a,i,j,l,v,z zavijala
 a,a,a,i,j,l,ć,š šalajića
 a,a,a,i,j,m,m,r armijama
 a,a,a,i,j,m,m,r jamarima
 a,a,a,i,j,m,m,đ mađijama
 a,a,a,i,j,m,m,š šamijama
 a,a,a,i,j,m,n,r armanija
 a,a,a,i,j,m,n,r marijana
 a,a,a,i,j,m,n,s manasija
 a,a,a,i,j,m,n,č jačinama
 a,a,a,i,j,m,p,r parijama
 a,a,a,i,j,m,p,t tapijama
 a,a,a,i,j,m,p,v vapajima
 a,a,a,i,j,m,r,s samarija
 a,a,a,i,j,m,r,s sarajima
 a,a,a,i,j,m,r,v vajarima
 a,a,a,i,j,m,s,š šasijama
 a,a,a,i,j,m,t,v vajatima
 a,a,a,i,j,m,t,z zamajati
 a,a,a,i,j,m,v,z izjavama
 a,a,a,i,j,n,n,p napajani
 a,a,a,i,j,n,n,t natanija
 a,a,a,i,j,n,n,t tananija
 a,a,a,i,j,n,p,t napajati
 a,a,a,i,j,n,r,s rasijana
 a,a,a,i,j,n,r,č janičara
 a,a,a,i,j,n,s,t tanasija
 a,a,a,i,j,n,s,z zasijana
 a,a,a,i,j,n,t,t tatijana
 a,a,a,i,j,n,v,z izvajana
 a,a,a,i,j,n,v,č navijača
 a,a,a,i,j,p,r,ć rapajića
 a,a,a,i,j,p,t,z zapajati
 a,a,a,i,j,r,z,ž izražaja
 a,a,a,i,j,r,ć,č rajačića
 a,a,a,i,j,s,t,v savatija
 a,a,a,i,j,s,v,č savijača
 a,a,a,i,j,v,v,z zavijava
 a,a,a,i,j,v,z,č zavičaja
 a,a,a,i,k,k,l,s iskakala
 a,a,a,i,k,k,m,r karikama
 a,a,a,i,k,k,m,z kamikaza
 a,a,a,i,k,k,m,č kamičaka
 a,a,a,i,k,k,m,š kašikama
 a,a,a,i,k,k,n,č kačanika
 a,a,a,i,k,k,r,š kašikara
 a,a,a,i,k,l,m,m kamilama
 a,a,a,i,k,l,m,n kanalima
 a,a,a,i,k,l,m,r kamarila
 a,a,a,i,k,l,m,r kamilara
 a,a,a,i,k,l,n,s nailaska
 a,a,a,i,k,l,n,t katalina
 a,a,a,i,k,l,n,z nailazak
 a,a,a,i,k,l,p,r kapilara
 a,a,a,i,k,l,p,t kapitala
 a,a,a,i,k,l,r,t artikala
 a,a,a,i,k,l,r,ć karalića
 a,a,a,i,k,l,s,z iskazala
 a,a,a,i,k,l,s,z zaiskala
 a,a,a,i,k,l,t,š talašika
 a,a,a,i,k,l,v,z kazivala
 a,a,a,i,k,l,v,z zakivala
 a,a,a,i,k,l,v,z zavikala
 a,a,a,i,k,l,z,z izlazaka
 a,a,a,i,k,l,z,z zakazali
 a,a,a,i,k,l,z,z zalizaka
 a,a,a,i,k,l,z,č zakačila
 a,a,a,i,k,m,n,p kanapima
 a,a,a,i,k,m,n,r marakani
 a,a,a,i,k,m,n,v navikama
 a,a,a,i,k,m,n,z kazanima
 a,a,a,i,k,m,p,r kaparima
 a,a,a,i,k,m,p,t patikama
 a,a,a,i,k,m,r,s masarika
 a,a,a,i,k,m,r,t katarima
 a,a,a,i,k,m,t,z kazamati
 a,a,a,i,k,m,t,z zamakati
 a,a,a,i,k,n,n,đ kanađani
 a,a,a,i,k,n,n,š kašanina
 a,a,a,i,k,n,p,s kasapina
 a,a,a,i,k,n,p,t nakapati
 a,a,a,i,k,n,p,t napitaka
 a,a,a,i,k,n,r,t katarina
 a,a,a,i,k,n,r,v karavani
 a,a,a,i,k,n,r,z kanazira
 a,a,a,i,k,n,r,č iračanka
 a,a,a,i,k,n,r,č narikača
 a,a,a,i,k,n,s,z iskazana
 a,a,a,i,k,n,t,v vatikana
 a,a,a,i,k,n,t,č natikača
 a,a,a,i,k,n,v,v navikava
 a,a,a,i,k,n,v,z kazivana
 a,a,a,i,k,n,v,š našivaka
 a,a,a,i,k,n,z,z zakazani
 a,a,a,i,k,r,s,t karitasa
 a,a,a,i,k,r,t,v varakati
 a,a,a,i,k,r,č,š kašičara
 a,a,a,i,k,t,z,z zakazati
 a,a,a,i,k,v,v,v akvaviva
 a,a,a,i,k,v,z,č kazivača
 a,a,a,i,l,l,n,v nalivala
 a,a,a,i,l,l,n,v navalila
 a,a,a,i,l,l,n,z nalazila
 a,a,a,i,l,l,n,š našalila
 a,a,a,i,l,l,p,t palatali
 a,a,a,i,l,l,p,z zapalila
 a,a,a,i,l,l,p,ć palalića
 a,a,a,i,l,l,s,t talasali
 a,a,a,i,l,l,s,ž sažalila
 a,a,a,i,l,l,v,z zalivala
 a,a,a,i,l,l,z,z zalazila
 a,a,a,i,l,l,z,ž zažalila
 a,a,a,i,l,m,m,n malinama
 a,a,a,i,l,m,m,n namamila
 a,a,a,i,l,m,n,n animalan
 a,a,a,i,l,m,n,n animalna
 a,a,a,i,l,m,n,p pilanama
 a,a,a,i,l,m,n,r malinara
 a,a,a,i,l,m,n,s almanasi
 a,a,a,i,l,m,n,t namalati
 a,a,a,i,l,m,n,t tamanila
 a,a,a,i,l,m,n,v lavinama
 a,a,a,i,l,m,n,v vanilama
 a,a,a,i,l,m,n,z nalazima
 a,a,a,i,l,m,n,z namazali
 a,a,a,i,l,m,n,z zanimala
 a,a,a,i,l,m,n,č načalima
 a,a,a,i,l,m,n,š mališana
 a,a,a,i,l,m,p,r palamari
 a,a,a,i,l,m,r,s masirala
 a,a,a,i,l,m,r,t talarima
 a,a,a,i,l,m,r,z zamarali
 a,a,a,i,l,m,r,z zamirala
 a,a,a,i,l,m,r,đ lađarima
 a,a,a,i,l,m,r,š šamarali
 a,a,a,i,l,m,s,t atlasima
 a,a,a,i,l,m,s,t talasima
 a,a,a,i,l,m,s,š salašima
 a,a,a,i,l,m,t,z zalamati
 a,a,a,i,l,m,v,z vazalima
 a,a,a,i,l,m,z,z zamazali
 a,a,a,i,l,n,n,z nanizala
 a,a,a,i,l,n,p,p napipala
 a,a,a,i,l,n,p,p papalina
 a,a,a,i,l,n,p,s napasali
 a,a,a,i,l,n,p,s napisala
 a,a,a,i,l,n,p,t natapali
 a,a,a,i,l,n,p,t palatina
 a,a,a,i,l,n,r,s sanirala
 a,a,a,i,l,n,r,v navirala
 a,a,a,i,l,n,r,z nazirala
 a,a,a,i,l,n,s,t analista
 a,a,a,i,l,n,s,v salivana
 a,a,a,i,l,n,t,ć natalića
 a,a,a,i,l,n,t,č načitala
 a,a,a,i,l,n,t,š latinaša
 a,a,a,i,l,n,v,z nazivala
 a,a,a,i,l,n,v,š lišavana
 a,a,a,i,l,n,z,z zalizana
 a,a,a,i,l,n,z,đ izanđala
 a,a,a,i,l,p,r,r parirala
 a,a,a,i,l,p,r,s rasipala
 a,a,a,i,l,p,r,z paraliza
 a,a,a,i,l,p,r,ž paralaži
 a,a,a,i,l,p,s,z zapisala
 a,a,a,i,l,p,s,z zasipala
 a,a,a,i,l,p,t,z zapitala
 a,a,a,i,l,p,v,z zavapila
 a,a,a,i,l,p,z,z zapazila
 a,a,a,i,l,p,z,ž zapažali
 a,a,a,i,l,p,ć,š pašalića
 a,a,a,i,l,r,r,v varirala
 a,a,a,i,l,r,r,z razarali
 a,a,a,i,l,r,s,t satirala
 a,a,a,i,l,r,s,š salašari
 a,a,a,i,l,r,t,z zaratila
 a,a,a,i,l,r,v,z zarivala
 a,a,a,i,l,r,v,z zavarali
 a,a,a,i,l,r,v,z zavarila
 a,a,a,i,l,r,z,z zarazila
 a,a,a,i,l,r,z,z zazirala
 a,a,a,i,l,s,t,t alatasti
